drug,creationDate,type,status,targets
DB00246,2005-06-13,small molecule,approved,BE0000756;BE0000451;BE0000020;BE0000145;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB00247,2005-06-13,small molecule,approved,BE0000393;BE0000533;BE0000451;BE0000291;BE0000650;BE0000797;BE0000460;BE0000476
DB00248,2005-06-13,small molecule,approved,BE0000756;BE0000393;BE0000581;BE0000451;BE0000572;BE0000659;BE0000389;BE0000289;BE0000291;BE0000342;BE0000145;BE0000020;BE0000797;BE0000533;BE0000650;BE0000501;BE0000575;BE0000715;BE0000172;BE0000694;BE0004889;BE0004916;BE0004915
DB00249,2005-06-13,small molecule,approved,BE0004796;BE0000458
DB00250,2005-06-13,small molecule,approved,BE0002087;BE0002086
DB00251,2005-06-13,small molecule,approved,BE0000233
DB00252,2005-06-13,small molecule,approved,BE0000197;BE0000141;BE0000956;BE0003635;BE0002082
DB00253,2005-06-13,small molecule,approved,BE0000794
DB00254,2005-06-13,small molecule,approved,BE0000127;BE0000019;BE0004799;BE0001092;BE0003777
DB00255,2005-06-13,small molecule,approved,BE0000123;BE0002088;BE0000792;BE0003722;BE0005001;BE0003740;BE0000956;BE0000132;BE0000685
DB00256,2005-06-13,small molecule,approved,BE0000127;BE0000019
DB00257,2005-06-13,small molecule,approved,BE0000233;BE0000415;BE0000956;BE0003848
DB00258,2005-06-13,small molecule,approved,BE0004815
DB00259,2005-06-13,small molecule,approved,BE0000803
DB00260,2005-06-13,small molecule,approved,BE0000733;BE0000806
DB00261,2005-06-13,small molecule,approved,BE0000436
DB00262,2005-06-13,small molecule,approved,BE0004796;BE0000648;BE0004810
DB00263,2005-06-13,small molecule,approved,BE0000803
DB00264,2005-06-13,small molecule,approved,BE0000172;BE0000694
DB00265,2005-06-13,small molecule,approved,NA
DB00266,2005-06-13,small molecule,approved,BE0000713;BE0001184;BE0001185
DB00267,2005-06-13,small molecule,approved,BE0000576;BE0002393
DB00268,2005-06-13,small molecule,approved,BE0000581;BE0000756;BE0000389;BE0000291;BE0000659;BE0000393;BE0000020;BE0000145;BE0000797;BE0000451;BE0000533;BE0000289;BE0000572;BE0000342
DB00269,2005-06-13,small molecule,withdrawn,BE0000123
DB00270,2005-06-13,small molecule,approved,BE0000430;BE0000691;BE0002354;BE0000864;BE0002396;BE0002359;BE0002355
DB00271,2005-06-13,small molecule,approved,NA
DB00272,2005-06-13,small molecule,approved,BE0000112
DB00273,2005-06-13,small molecule,approved,BE0000795;BE0000141;BE0000346;BE0000322;BE0000535;BE0004797;BE0000267;BE0003625
DB00274,2005-06-13,small molecule,approved,BE0003577;BE0000588;BE0000488;BE0002393;BE0002063;BE0003685
DB00275,2005-06-13,small molecule,approved,BE0000062
DB00276,2005-06-13,small molecule,approved,BE0004796;BE0000742;BE0000090;BE0000925;BE0000530
DB00277,2005-06-13,small molecule,approved,BE0000013;BE0000924;BE0000241;BE0000487;BE0000182;BE0001133;BE0000436;BE0002366;BE0009002;BE0009003;BE0009004;BE0001717;BE0009005;BE0009006
DB00278,2005-06-13,small molecule,approved,BE0000048
DB00279,2005-06-13,small molecule,approved,BE0000687;BE0000315;BE0009045
DB00280,2005-06-13,small molecule,approved,BE0000197;BE0000092;BE0000560;BE0000045;BE0003603;BE0003604;BE0000090;BE0003663
DB00281,2005-06-13,small molecule,approved,BE0000177;BE0001143;BE0000197;BE0000767;BE0002083;BE0000925;BE0003663
DB00282,2005-06-13,small molecule,approved,BE0000776;BE0004801
DB00283,2005-06-13,small molecule,approved,BE0000442
DB00284,2005-06-13,small molecule,approved,BE0000837;BE0002639;BE0000876;BE0001176
DB00285,2005-06-13,small molecule,approved,BE0000749;BE0000486;BE0000647
DB00286,2005-06-13,small molecule,approved,BE0000123
DB00287,2005-06-13,small molecule,approved,BE0000610
DB00288,2005-06-13,small molecule,approved,BE0000794;BE0000422
DB00289,2005-06-13,small molecule,approved,BE0000486;BE0000749;BE0000647;BE0004956
DB00290,2005-06-13,small molecule,approved,BE0000199;BE0004796;BE0000167
DB00291,2005-06-13,small molecule,approved,BE0004796
DB00292,2005-06-13,small molecule,approved,BE0000795;BE0000572;BE0004797
DB00293,2005-06-13,small molecule,approved,BE0000324;BE0000700
DB00294,2005-06-13,small molecule,approved,BE0000557;BE0000123
DB00295,2005-06-13,small molecule,approved,BE0000770;BE0000632;BE0000420;BE0004024
DB00296,2005-06-13,small molecule,approved,BE0000177
DB00297,2005-06-13,small molecule,approved,BE0000177;BE0000064
DB00298,2005-06-13,small molecule,approved,BE0000501;BE0000715;BE0000575
DB00299,2005-06-13,small molecule,approved,BE0000308;BE0000514
DB00300,2005-06-13,small molecule,approved,BE0004136
DB00301,2005-06-13,small molecule,approved,BE0000576
DB00302,2005-06-13,small molecule,approved,BE0000211
DB00303,2005-06-13,small molecule,approved,BE0000103;BE0003579;BE0000001;BE0002393;BE0000744;BE0000588;BE0000488;BE0003685
DB00304,2005-06-13,small molecule,approved,BE0000557;BE0000123
DB00305,2005-06-13,small molecule,approved,BE0004796
DB00306,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797
DB00307,2005-06-13,small molecule,approved,BE0000412;BE0000078;BE0000707
DB00308,2005-06-13,small molecule,approved,BE0000430;BE0000303;BE0000090;BE0000691;BE0000679;BE0000154;BE0000680;BE0000462;BE0000699;BE0000708
DB00309,2005-06-13,small molecule,approved,BE0000026
DB00310,2005-06-13,small molecule,approved,BE0000502
DB00311,2005-06-13,small molecule,withdrawn,BE0000267;BE0000322;BE0000535;BE0003629;BE0003625
DB00312,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797;BE0004956;BE0000956
DB00313,2005-06-13,small molecule,approved,BE0000881;BE0000253;BE0000573;BE0000162;BE0000152;BE0004901;BE0002366;BE0000071;BE0001007;BE0000215
DB00314,2005-06-13,small molecule,approved,BE0004846
DB00315,2005-06-13,small molecule,approved,BE0000797;BE0000659;BE0000460;BE0000291
DB00316,2005-06-13,small molecule,approved,BE0000262;BE0000017;BE0004892;BE0002194;BE0001023;BE0000814
DB00317,2005-06-13,small molecule,approved,BE0000767
DB00318,2005-06-13,small molecule,approved,BE0000770;BE0000632;BE0000420
DB00319,2005-06-13,small molecule,approved,BE0004643;BE0003624;BE0004644;BE0004335
DB00320,2005-06-13,small molecule,approved,BE0000659;BE0000797;BE0000289;BE0000393
DB00321,2005-06-13,small molecule,approved,BE0000486;BE0000749;BE0000451;BE0000291;BE0000420;BE0000632;BE0001039;BE0003605;BE0000501;BE0000715;BE0000289;BE0000442;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000897;BE0000781;BE0003603;BE0003604;BE0000112;BE0000146;BE0000156;BE0000533;BE0000575;BE0000650;BE0000659;BE0000770;BE0000797;BE0000945;BE0002398;BE0004872
DB00322,2005-06-13,small molecule,approved,BE0000324
DB00323,2005-06-13,small molecule,withdrawn,BE0002089
DB00324,2005-06-13,small molecule,approved,BE0000794
DB00325,2005-06-13,small molecule,approved,BE0000556
DB00326,2005-06-13,small molecule,approved,NA
DB00327,2005-06-13,small molecule,approved,BE0000770;BE0000420;BE0000632
DB00328,2005-06-13,small molecule,approved,BE0000017;BE0000262;BE0001640;BE0003560;BE0000215;BE0000962;BE0003561;BE0000071;BE0000592
DB00330,2005-06-13,small molecule,approved,BE0000591;BE0000122;BE0000034
DB00331,2005-06-13,small molecule,approved,BE0000254
DB00332,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000045
DB00333,2005-06-13,small molecule,approved,BE0000770;BE0000641;BE0000411;BE0000420;BE0000311;BE0004024;BE0003663
DB00334,2005-06-13,small molecule,approved,BE0000451;BE0000756;BE0000020;BE0000145;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000393;BE0004688;BE0004889;BE0000112;BE0000146;BE0004797;BE0004872;BE0004915;BE0004916
DB00335,2005-06-13,small molecule,approved,BE0000172;BE0000694
DB00336,2005-06-13,small molecule,approved,BE0000768;BE0000298;BE0000056;BE0000805
DB00337,2005-06-13,small molecule,approved,BE0002386;BE0000695
DB00338,2005-06-13,small molecule,approved,BE0000349;BE0003721
DB00339,2005-06-13,small molecule,approved,BE0004848
DB00340,2005-06-13,small molecule,approved,BE0000092;BE0000405;BE0000247;BE0000560;BE0000045
DB00341,2005-06-13,small molecule,approved,BE0000442
DB00342,2005-06-13,small molecule,withdrawn,BE0000442;BE0000090;BE0000045;BE0000092;BE0000247;BE0000405;BE0000560
DB00343,2005-06-13,small molecule,approved,BE0000679
DB00344,2005-06-13,small molecule,approved,BE0000486;BE0000749
DB00345,2005-06-13,small molecule,approved,NA
DB00346,2005-06-13,small molecule,approved,BE0000501;BE0000575;BE0000715;BE0000090
DB00347,2005-06-13,small molecule,approved,BE0000483
DB00348,2005-06-13,small molecule,approved,BE0000455
DB00349,2005-06-13,small molecule,approved,BE0004797
DB00350,2005-06-13,small molecule,approved,BE0000644;BE0000017;BE0000270
DB00351,2005-06-13,small molecule,approved,BE0000557;BE0000794
DB00352,2005-06-13,small molecule,approved,BE0004796
DB00353,2005-06-13,small molecule,approved,BE0000020;BE0000393
DB00354,2005-06-13,small molecule,approved,BE0000442;BE0000092
DB00355,2005-06-13,small molecule,approved,BE0000790;BE0001444
DB00356,2005-06-13,small molecule,approved,BE0000553
DB00357,2005-06-13,small molecule,approved,BE0002090;BE0003537
DB00358,2005-06-13,small molecule,approved,BE0004805;BE0000130;BE0000924
DB00359,2005-06-13,small molecule,approved,BE0002360
DB00360,2005-06-13,small molecule,approved,BE0000753;BE0000263;BE0000614;BE0000121
DB00361,2005-06-13,small molecule,approved,BE0000143
DB00362,2005-06-13,small molecule,approved,BE0004669
DB00363,2005-06-13,small molecule,approved,BE0000756;BE0000451;BE0000020;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000146;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000666;BE0000814
DB00364,2005-06-13,small molecule,approved,BE0004791;BE0001015;BE0000953;BE0000538;BE0002091;BE0002092
DB00365,2005-06-13,small molecule,withdrawn,BE0000366;BE0000429
DB00366,2005-06-13,small molecule,approved,BE0000442;BE0000092;BE0003848
DB00367,2005-06-13,small molecule,approved,BE0000557;BE0000539;BE0000123;BE0000132;BE0000685
DB00368,2005-06-13,small molecule,approved,BE0000501;BE0000575;BE0000715;BE0000289;BE0000572;BE0000342;BE0000172;BE0000694;BE0001012;BE0000753;BE0000118;BE0004674
DB00369,2005-06-13,small molecule,approved,BE0000343
DB00370,2005-06-13,small molecule,approved,BE0000451;BE0000311;BE0000289;BE0000533;BE0000632;BE0000442;BE0000342;BE0000650;BE0004863;BE0000756;BE0000581;BE0000486;BE0000749;BE0000647;BE0000393;BE0004889;BE0000968;BE0000501;BE0000172;BE0000694
DB00371,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0004797
DB00372,2005-06-13,small molecule,withdrawn,BE0000756;BE0000020;BE0000389
DB00373,2005-06-13,small molecule,approved,BE0000172;BE0000694;BE0001248
DB00374,2005-06-13,small molecule,approved,BE0000475;BE0001007;BE0000110
DB00375,2005-06-13,small molecule,approved,BE0004809
DB00376,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB00377,2005-06-13,small molecule,approved,BE0000311
DB00378,2005-06-13,small molecule,withdrawn,BE0000557
DB00379,2005-06-13,small molecule,approved,BE0000197;BE0003721
DB00380,2005-06-13,small molecule,withdrawn,BE0000742;BE0002425
DB00381,2005-06-13,small molecule,approved,BE0000430;BE0000691;BE0002354;BE0002359;BE0002355;BE0002226;BE0003563;BE0003564;BE0000267;BE0000973
DB00382,2005-06-13,small molecule,withdrawn,BE0000426;BE0002180;BE0002705
DB00383,2005-06-13,small molecule,approved,BE0000045;BE0000092;BE0000560
DB00384,2005-06-13,small molecule,approved,BE0000497;BE0000190;BE0000024;BE0000495
DB00385,2005-06-13,small molecule,approved,BE0004796;BE0000742
DB00387,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000405;BE0000045
DB00388,2005-06-13,small molecule,approved,BE0000501;BE0000575;BE0000715
DB00389,2005-06-13,small molecule,approved,BE0000507
DB00390,2005-06-13,small molecule,approved,BE0000732
DB00391,2005-06-13,small molecule,approved,BE0000756;BE0000581;BE0000322;BE0003625
DB00392,2005-06-13,small molecule,approved,BE0000092;BE0000641;BE0000560
DB00393,2005-06-13,small molecule,approved,BE0000430;BE0002359;BE0002357;BE0002355;BE0000303;BE0002354;BE0002358;BE0002356;BE0000668;BE0003721
DB00394,2005-06-13,small molecule,approved,BE0000794
DB00395,2005-06-13,small molecule,approved,BE0000795;BE0002346;BE0003592
DB00396,2005-06-13,small molecule,approved,BE0000557;BE0000123;BE0000668;BE0000344;BE0000632;BE0000956;BE0000925;BE0000794;BE0000132;BE0000685
DB00397,2005-06-13,small molecule,withdrawn,BE0000020;BE0000172;BE0000694;BE0004864
DB00398,2005-06-13,small molecule,approved,BE0000634;BE0000036;BE0000023;BE0000369;BE0000147;BE0000205;BE0000453;BE0002131;BE0002411;BE0000029
DB00399,2005-06-13,small molecule,approved,BE0000776;BE0003570;BE0004801
DB00400,2005-06-13,small molecule,approved,BE0000283;BE0000646;BE0004660
DB00401,2005-06-13,small molecule,approved,BE0000430;BE0000691;BE0002354;BE0002359;BE0002355
DB00402,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0000471;BE0000736;BE0004797
DB00403,2005-06-13,small molecule,approved,BE0000402
DB00404,2005-06-13,small molecule,approved,BE0004797
DB00405,2005-06-13,small molecule,approved,BE0000442
DB00406,2005-06-13,small molecule,approved,BE0004796
DB00407,2005-06-13,small molecule,withdrawn,BE0000280;BE0000775
DB00408,2005-06-13,small molecule,approved,BE0000756;BE0000020;BE0000451;BE0000533;BE0000291;BE0000797;BE0000659;BE0000476;BE0000311;BE0004688;BE0000945;BE0000650;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000172;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0004889;BE0000581;BE0000389;BE0000145;BE0000442;BE0000112;BE0000146;BE0000749;BE0000486;BE0000647
DB00409,2005-06-13,small molecule,withdrawn,BE0000756;BE0000389;BE0000581;BE0000451;BE0000156
DB00410,2005-06-13,small molecule,approved,BE0000804
DB00411,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000738;BE0000426;BE0000045;BE0000405
DB00412,2005-06-13,small molecule,approved,BE0000215;BE0000996;BE0000071;BE0001007;BE0000412;BE0000078;BE0000707
DB00413,2005-06-13,small molecule,approved,BE0000581;BE0000756;BE0000389;BE0000572;BE0000291;BE0000659;BE0000289;BE0000797;BE0000451;BE0000393;BE0000533;BE0000342;BE0000020;BE0000145
DB00414,2005-06-13,small molecule,withdrawn,BE0000644
DB00415,2005-06-13,small molecule,approved,BE0004644;BE0004335;BE0004643;BE0004290;BE0003624;BE0001018;BE0001134;BE0003379
DB00416,2005-06-13,small molecule,withdrawn,BE0000738
DB00417,2005-06-13,small molecule,approved,BE0000576;BE0003618;BE0000744;BE0001304;BE0001018
DB00418,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004956
DB00419,2005-06-13,small molecule,approved,BE0000477
DB00420,2005-06-13,small molecule,approved,BE0000756;BE0000451;BE0000533;BE0000020;BE0000389;BE0000405;BE0000560;BE0000045;BE0000092;BE0000575;BE0000247;BE0000501;BE0000442;BE0000715
DB00421,2005-06-13,small molecule,approved,BE0000668;BE0000132;BE0000557;BE0000794;BE0003542;BE0004886;BE0004885;BE0004887;BE0000685;BE0004902;BE0004911;BE0000956
DB00422,2005-06-13,small molecule,approved,BE0000647;BE0000486;BE0000749
DB00423,2005-06-13,small molecule,approved,BE0000267
DB00424,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000045;BE0000405
DB00425,2005-06-13,small molecule,approved,BE0000795;BE0000381;BE0000523;BE0002345;BE0003592
DB00426,2005-06-13,small molecule,approved,BE0000308;BE0000633
DB00427,2005-06-13,small molecule,approved,BE0000442
DB00428,2005-06-13,small molecule,approved,BE0004796;BE0001045;BE0004258;BE0005827
DB00429,2005-06-13,small molecule,approved,BE0000064
DB00430,2005-06-13,small molecule,approved,BE0002393;BE0000488;BE0003686;BE0003687;BE0003685;BE0000588;BE0003577
DB00431,2005-06-13,small molecule,withdrawn,BE0002344;BE0000433;BE0000745;BE0000414;BE0000055;BE0002345;BE0000129;BE0000557;BE0000123;BE0000956
DB00432,2005-06-13,small molecule,approved,BE0000324;BE0004796
DB00433,2005-06-13,small molecule,approved,BE0000756
DB00434,2005-06-13,small molecule,approved,BE0000442;BE0000451;BE0000533;BE0000092;BE0000560;BE0000045;BE0000650
DB00435,2005-06-13,small molecule,approved,BE0003578;BE0004778;BE0000693
DB00436,2005-06-13,small molecule,approved,BE0000419;BE0000553;BE0000267;BE0000322;BE0000535
DB00437,2005-06-13,small molecule,approved,BE0002204
DB00438,2005-06-13,small molecule,approved,BE0002393;BE0004643;BE0000588;BE0004290;BE0000488;BE0003687;BE0004648;BE0003579;BE0004649
DB00439,2005-06-13,small molecule,withdrawn,BE0000574
DB00440,2005-06-13,small molecule,approved,BE0000324;BE0000330
DB00441,2005-06-13,small molecule,approved,BE0004796;BE0000325;BE0000324;BE0000637
DB00442,2005-06-13,small molecule,approved,BE0004796
DB00443,2005-06-13,small molecule,approved,BE0000794
DB00444,2005-06-13,small molecule,approved,BE0000742
DB00445,2005-06-13,small molecule,approved,BE0000531;BE0000742;BE0004796
DB00446,2005-06-13,small molecule,approved,BE0004650;BE0001544;BE0000929
DB00447,2005-06-13,small molecule,withdrawn,BE0004643;BE0000576
DB00448,2005-06-13,small molecule,approved,BE0000349;BE0003474
DB00449,2005-06-13,small molecule,approved,BE0000501;BE0000289;BE0000694;BE0002180;BE0000426
DB00450,2005-06-13,small molecule,approved,BE0000756;BE0000501
DB00451,2005-06-13,small molecule,approved,BE0000687;BE0000315
DB00452,2005-06-13,small molecule,approved,BE0004799;BE0000279;BE0000919
DB00453,2005-06-13,small molecule,approved,BE0000019;BE0000127;BE0004799
DB00454,2005-06-13,small molecule,approved,BE0000632;BE0000365;BE0000417;BE0000760;BE0000454;BE0000396;BE0004890;BE0000770;BE0000647;BE0000486;BE0000749;BE0002705
DB00455,2005-06-13,small molecule,approved,BE0000442;BE0000090
DB00456,2005-06-13,small molecule,approved,BE0001349;BE0004290;BE0004335;BE0004643;BE0004644;BE0003624;BE0000576;BE0001358
DB00457,2005-06-13,small molecule,approved,BE0000501;BE0000575;BE0000715;BE0000090;BE0000462;BE0000699;BE0000289;BE0000572
DB00458,2005-06-13,small molecule,approved,BE0000486;BE0000749;BE0000451;BE0000442;BE0000501;BE0000715;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0003603;BE0003604;BE0000533;BE0000575;BE0000650;BE0004889;BE0000756;BE0000090;BE0000647;BE0000291;BE0000945;BE0005191;BE0003663
DB00459,2005-06-13,small molecule,approved,BE0000412;BE0000663;BE0000206;BE0000144;BE0000078;BE0000707;BE0000301
DB00460,2005-06-13,small molecule,approved,NA
DB00461,2005-06-13,small molecule,approved,BE0000262;BE0000017
DB00462,2005-06-13,small molecule,approved,BE0000092;BE0000560;BE0000045
DB00463,2005-06-13,small molecule,withdrawn,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004797
DB00464,2005-06-13,small molecule,approved,BE0000380;BE0000943
DB00465,2005-06-13,small molecule,approved,BE0000262;BE0000017
DB00466,2005-06-13,small molecule,experimental,BE0000129;BE0000795;BE0000745;BE0000414;BE0000433
DB00467,2005-06-13,small molecule,approved,BE0000366;BE0000429;BE0000742
DB00468,2005-06-13,small molecule,approved,BE0004805;BE0000866;BE0000415
DB00469,2005-06-13,small molecule,approved,BE0000262;BE0000017
DB00470,2005-06-13,small molecule,approved,BE0000061;BE0000095
DB00471,2005-06-13,small molecule,approved,BE0000705;BE0000248
DB00472,2005-06-13,small molecule,approved,BE0000749;BE0000090;BE0000533;BE0004552;BE0000738;BE0003585;BE0003584
DB00473,2005-06-13,small molecule,withdrawn,BE0000197;BE0000177
DB00474,2005-06-13,small molecule,approved,BE0000795
DB00475,2005-06-13,small molecule,approved,BE0004797
DB00476,2005-06-13,small molecule,approved,BE0000749;BE0000486;BE0000647
DB00477,2005-06-13,small molecule,approved,BE0000756;BE0000020;BE0000291;BE0000451;BE0000501;BE0000575;BE0000442;BE0000090;BE0004889;BE0000581;BE0000389;BE0000145;BE0000533;BE0004881;BE0004863;BE0004864;BE0000092;BE0000045;BE0000973;BE0000418;BE0004879;BE0000945;BE0000650;BE0000146
